text,label_manual
"Pendukung Anies minta Jokowi ikut nonton Formula E, Ruhut Sitompul malah nyeletuk tiga periode.
https://t.co/c5X8z11Z03",positive
"Jokpro: Prabowo Sebut Capres Tak Harus Dirinya, Sinyal Kuat Untuk Jokowi Tiga Periode 

https://t.co/Zw9XW9fTBR 

@jokowi @prabowo",positive
"RT @OposisiCerdas: Ribuan Kaos 'Jokowi Tiga Periode' yang Tersebar di Ende Dikirimi Bara JP Pusat di Jakarta
https://t.co/UOzt7LKECl",neutral
@WiyonoHw @jokowi Emang dia minta tiga periode??,neutral
"@Ucing_Senyum Done kakaa ..

Jgn smpai tiga periode Jokowi ,report kaa ??",negative
@jokowi Presiden nggak mampu mensejahterakan rakyatnya tapi bisa 2 periode. Bahkan minta  tiga periode. Ini membuat saya yg tidak cerdas jadi iri pingin jadi presiden,negative
"PKS soal APDESI Dukung Jokowi Tiga Periode: Mau 3 Periode Bisa, Tapi jadi Kepala Desa Bukan Presiden! https://t.co/ViInBGcSyB lewat @PKSejahtera 
#Milad20PKS
@pksdigitalrace
#PKSKotaBekasi #PKSBekasiKota",negative
"@Flying_bird2702 @jokowi sabar om.. dia tersenyum lantaran mungkin yg diidam""kn tiga periode bakal terwujud ??",negative
"@DeJee_007 @_4iiiii_naaaaaa @____w0nd3rBaper @Kimberley20101 @bengkeldodo @Dipanegara_ @MadamBacotz @HafisSapardi @desita5769 @is_pelssy Modus rezim memperpanjang kekuasaan.
Media Hongkong : ISU TIGA PERIODE JOKOWI SEPERTI STRATEGI XI JIN PING BERKUASA DI",negative
@Kimberley20101 Dalam kaos yg ditemukan ada tulisan WE LOVE JOKOWI TIGA PERIODE kira2 kaos tsb milik siapa ya,neutral
"Masalah Jokowi tiga periode, aku pribadi sih bukan gak suka sama Jokowi nya ya tapi sama menteri menterinya. Terutama LBP. Idiw iyuh mesti punya menteri tua greedy gitu untuk kedua kalinya? No way. Menteri menteri lain juga gak ada yang becus eh minta tambahan periode. Iyuh. https://t.co/uVecnx3C2c",negative
"Polisi mengamankan ribuan kaos bertuliskan Ôwe love Presiden Jokowi tiga periodeÕ dari rumah ketua ormas relawan Jokowi, Bara JP Cabang Ende, Nusa Tenggara Timur (NTT).
#3periode #jokowi #ntt 
https://t.co/cq5BVBLOxG",neutral
"@RamliRizal Pak jokowi mmg presiden atau kepala negara Republik indonesia yg sangat luarbiasa,andai ada UU tiga periode,pasti beliau terpilih kembali.",positive
@jokowi Bagi2 kaos tiga periode sukses juga pak?,negative
"Dulu Klaim Taat Konstitusi Tapi Kaos JokowiÊTigaÊPeriode Beredar di Ende NTT, Siapa Dalangnya?
 
https://t.co/UrfGntjGH1 via @tribuntimur",negative
"Diem-2, yee ...?? ??
_________
 https://t.co/tHnkt8WHQG",negative
"Ada yg menginginkan agar Bpk Presiden turun sebelum masa jabatan selesai.

Gantian Rakyat menginginkan Bpk JOKOWI maju tiga periode ada yg mabok !!
Dasar kadrun !!

Indonesia , merdeka !!
NKRI harga mati, titik !! https://t.co/YjfUgIqJkZ",positive
Ceritanya biar kesannya Seakan akan Rakyat Masih menginginkan Jokowi Tiga Periode. Sehingga Rakyat dipaksa Untuk Pakai Kaos 3 Periode. https://t.co/W6ai0MaP6b,negative
"BREAKING NEWS: Polisi Amankan Ribuan Kaos Bertuliskan We Love Presiden Jokowi Tiga Periode di Ende

Selasa, 31 Mei 2022 12:18 WIB

https://t.co/pRwzsPOYkj",neutral
"Hehehe ...
https://t.co/aRzVCJlVqB",negative
"Selama tdk ada larangan wacana 3 periode yg diusung pendukungnya membuktikan belio mmng pengen.

thdp pendukungnya berarti
Viral Ribuan Kaos 'Jokowi Tiga Periode' Beredar Saat Presiden Kunjungi Kabupaten Ende, NTT - https://t.co/KPaU51xuJm",positive
"Tanggung...sekalian seumur hidup. 

 https://t.co/7uQBqKKigt",negative
"Jangan sampai semua asik promosikan CaPres dengan ketentuan wajib gunakan narasi santun

Padahal semua itu permainan dan ada yang selonong boy maju 3 periode ?????????

Aku tetap yakin jika bisa  TURUNKAN  JOKOWI  ini lebih prioritas dibanding lainnya.!!

.https://t.co/49yRcDPdul",negative
@jokowi Salam tiga periode Pa @jokowi ??,negative
Ribuan Kaos &#8216;We Love Presiden Jokowi Tiga Periode&#8217; di Amankan di Ende https://t.co/nwT3Czc8av,neutral
"Enaknya...
Bikin makar tak ditangkap!

Viral Ribuan Kaos 'Jokowi Tiga Periode' Beredar Saat Presiden Kunjungi Kabupaten Ende, NTT - https://t.co/8qVuGkDD8I",negative
"@Iyan_concept @OpikAf @PartaiSocmed @jokowi Gak usah ketakutan gitu, ada apa dengan kalian ketakutan jika pak @jokowi tetap berkuasa?? 
Yang penting pak @jokowi sudah menolak tiga periode atau dicalonkan lagi.",neutral
"Presiden Joko Widodo (Jokowi) secara konsisten menolak penundaan pemilu, perpanjangan masa jabatan presiden, termasuk soal presiden tiga periode https://t.co/2FHNr4kOkv",neutral
@PartaiSocmed Saya gak punya gak save datanya/video pernyataan pak @jokowi menolak tiga periode. Kamu searching sendiri di youtube atau  media lainnya.,neutral
"Akibat tak pernah TEGAS MENOLAK
https://t.co/sPNHVIb58j",negative
Tiga Periode Tidak Sesuai UUD 1945 #Jokowi #harilahirpancasila https://t.co/xdcjdKHgJG,negative
"Fakta tanggal 21/05/2022 di Megelang??

https://t.co/Bu8Eu9ctKP

Fakta tanggal 31/05/2022 di Ende??
https://t.co/yTowDb2LaO

Ribuan BB sudah di sita,
penyebar ribuan kaos pasti ada. Tinggal kembangkan selangkah lagi pasti ketemu otak teroris konstitusi & juga pengkhianat negara. https://t.co/gmppYmsfdx",negative
"Salahnya kaos apa, diamankan ? Bukannya dijamin UU utk kebebasan berekspresi. ? Masa dgn ekspresi negara demokrasi takut sih... 
https://t.co/GMevoBMZQq",positive
"@Iyan_concept @PartaiSocmed Tetap ""tidak mendukung"" tiga  periode dan sudah tegas pak @jokowi menolak ikut pilpres  berikutnya.",negative
"https://t.co/yTowDbkmzo 

Kalo saya pak polisi, tidak cukup hanya amankan kaosnya. Tapi saya lidik sampai tuntas asal-usul dan otak dari koas makar itu dan akan saya amankan orang2nya. https://t.co/CEuPwtmvEB",negative
"https://t.co/yTowDb2LaO 

Kalo ada yang bikin kaos ÒWe love presiden Jokowi mengundurkan diri secepatnyaÓ boleh ga pak @jokowi ? https://t.co/ain0INpwYt https://t.co/K9LjvmvBrr",negative
"Gue lebih ridho pak Jokowi tiga periode dari pada buk puan jadi presiden ,, serius",positive
"2000 pcs kaos yang dikirim Bara JP Pusat dan diterima oleh Ketua Bara JP Cabang Ende diamankan Satintelkam Polres Ende, NTT 28 Mei 2022. #Nalar!
https://t.co/3FIFjpraIE",neutral
Nah! Ribuan Kaos ÔJokowi Tiga PeriodeÕ yang Tersebar di Ende Dikirimi Bara JP Pusat di Jakarta https://t.co/5ejzP75XF5 lewat @Onlineindo News,neutral
"Wacana itu Muncul Lagi, Kaos ÒWe Love Presiden Jokowi Tiga PeriodeÓ Disebar di Ende
https://t.co/CtDou0Dq0B https://t.co/CuGTMfbasD",neutral
"Bagaimana dengan ini...??
Saat kunjungan ada kaos 3 periode!!!

#TolakTigaPeriode

https://t.co/OWIoErTHiA

https://t.co/1IoHEju3ya https://t.co/UkYA2hnJfc",negative
"Saya lengkapin bang info nya ????

https://t.co/fJ5rkXfLZZ https://t.co/Oh3FFIklmY https://t.co/wwFZFX9xc6",negative
"Bahayanya Seperti PKI nih

GEGER! Ribuan Kaos 'Jokowi Tiga Periode' Beredar Saat Presiden Kunjungi Kabupaten Ende, NTT |
Pagii Jokowi Nyetrika Cebong Pancasila Kadrun Formula E Eril Ridwan Kamil Kang Emil Swiss Soekarno Yamato #Jokowinya1NgibulnyaBanyak https://t.co/hZTu2xJ2Qn",negative
"Wacana 3 periode bukan omong kosong, jika rakyat lengah 

Viral Ribuan Kaos 'Jokowi Tiga Periode' Beredar Saat Presiden Kunjungi Kabupaten Ende, NTT - https://t.co/CEpCV6QwxY",negative
@geloraco @msaid_didu Ada agenda apa sih sampai Jokowi harus tiga periode? Dua periode saja kita tidak puas dengan hasilnya.,negative
"????
Dulu, dalam konteks dan kampanye berbeda. 

https://t.co/fStZ8nobol",neutral
https://t.co/EQA2LVyeza wkwkwk ambyarrr,negative
KEMARUK BIN TAMAK https://t.co/f0QgFsfuca,negative
"@FirzaHusainID @firzahusainInc Ini baru pilihan
Tiga Periode bukan berarti Jokowi 3X president, tapi KESINAMBUNGAN PROGRAM KERJA DAN PEMBANGUNAN INDONESIA.",positive
"@kr1t1kp3d45_ok Teamnya terus bergerak. Saya warga Ende,.wacana itu sudah di ACC oleh pihak keamananan,. Hmmmm,..  https://t.co/idBfyPYb2o",negative
"Maksudnya Gimana ni.. ?? Beneran?? Apa karena MK sudah jadi ipar..??? CC @jokowi
@mohmahfudmd @Fahrihamzah
@KRMTRoySuryo2 
@puanmaharani_ri ??????
https://t.co/XE5HHCwLV9",negative
"Katanya ogah. Tp banditnya di akar rumput kenceng banget lajunya.

https://t.co/DJnp8cc0rA https://t.co/ChQ0QUUsnm",negative
"@Alivia78274464 @JokoLipService @jokowi Aneh yaa.,kebanyakan mudaratnya ngotot minta tiga periode.??????
#sakit",negative
"Viral Ribuan Kaos 'Jokowi Tiga Periode' Beredar Saat Presiden Kunjungi Kabupaten Ende, NTT
https://t.co/0cdVylxLsx https://t.co/c2aEo86lYq",neutral
"Nahhh lohhhh

https://t.co/7rD16o4wmI",negative
@JokoLipService @Alivia78274464 @jokowi Ngotot tiga periode manfaatnya apa buat Rakyat??????,negative
"Ga mau komen bro @sigitwid seperti yang kader @psi_id tuduhkan kepada anies waktu mudik lebaran kemarin ????

Viral Ribuan Kaos 'Jokowi Tiga Periode' Beredar Saat Presiden Kunjungi Kabupaten Ende, NTT
https://t.co/C25nIbJNwp",neutral
@jokowi Mau sebarin kaos ini ya pak di Ende...?? Tiga periode nih yeee... https://t.co/Iw4YXzgvj0,positive
"@KRMTRoySuryo2 Loh kok polisi berani amanken ribuan kaos tulisan We love Presiden Jokowi tiga periode,gw sih bkn soudzon,curigation ini permainan dg modus kaos tsb suruh amanken seolah 3periode itu bkn kemauan pak Jokowi,maaf nih polisi klo benar2 tdk ada",negative
Teriakan Jokowi tiga periode di kota Ende https://t.co/iy87PP0PDu,neutral
"Luhut ngakunya baru tahu.
Jokowi seperti biasa mungkin akan bilang terkejut.
Terus harga minyak goreng tetap mahal.
Terus pemasukan pajak tetap membidik ekonomi menengah ke bawah.
Eh..masih ada juga dagangan tiga periode.
Ampun dah..???? https://t.co/HWQypnlaDF",negative
Forum Aktivis 98: Aspirasi Jokowi Tiga Periode Riil Ada di Masyarakat https://t.co/5NSGNC7Gvy,positive
"Saya rasa Pak Jokowi tentu sadar bahwa ini (3 Periode) Pelanggaran terhadap KONSTITUSI. Harus dihentikan. 

https://t.co/CCIgVEBaqj https://t.co/ItY2dzCoeq",negative
"Sempat benar"" terjadi tiga periode rakyat akan seret"" @jokowi di sepanjang jalan https://t.co/bVcoRIAS1f",negative
"Polres Ende Dikabarkan Amankan Ribuan Kaos Bertuliskan ""We Love Presiden Jokowi Tiga Periode"" https://t.co/5Oa3ZVA5D8",neutral
"@KemensetnegRI @jokowi Numpang titip berita ??
https://t.co/u0dZoVohQj 

CC: @PartaiSocmed",negative
"#WaspadaSiasat3Periode 
#WaspadaSiasat3Periode 
@WartegPerjuang1
@Jatayu_45
@Di45_1228
@DolfieOtay
@banditBirokrat
@Jangkrikgengg15
@Mahmudy42729914
@myputun
@TimeWalkers_l8l
@4nd103125330
@Adri4n70AsW4Ja
@BOETIX
@she_cut_buzzeRp
@134Hf
6
JKW TTP NGOTOT??
https://t.co/PgpRXHrXAf https://t.co/OYTTmnjPBU",negative
"OJO KESUSU....??????

Siapa bilang isu tiga periode sudah tidak relevan?????? Faktanya Mereka masih bergerak dalam senyap untuk mewujudkan ambisi gilanya.
#rezimkerjauntukoligarki
https://t.co/pqf3qVe4fV https://t.co/3xkVwjvcU0",negative
"Tuh kan? Ada yg masih percaya omongan doi?
Benar2 omongannya ""wajib"" diartikan KEBALIKANnnya!
Sudah berkali2! Ternyata,pasca diDEMO MAHASISWA, doi bisa meredakan kondisi krn larang bicara itu, tp g pernah bilang nolak!
Lalu tafsiran orang ttg ""ojo kesusu""!
https://t.co/J0KLZaGA2b",negative
"Ok, infonya sudah terkonfirmasi 
https://t.co/GZYHrvTgiH",neutral
"Dapat info yg belum terkonfirmasi:
Telah diamankan kaos bertuliskan ""We Love Presiden Jokowi Tiga Periode"" di kediaman Sdr. Hermanus Gate, Ketua Bara JP Cab. Ende. 
Jumlah kaos diterima dari pusat tgl 23 Mei sebanyak 2000 pcs dan sudah dibagikan sebagian",neutral
"KRONISME SEMAKIN MENCENGKAM NEGARA YG BERDEMOKRASI DIBAWAH PRESIDEN JOKODOK INI... WALIKOTA ANAKNYA DAN MENANTUNYA, KETUA MK IPARNYA, JABATANNYA MAU TIGA PERIODE, UTANG NEGARA MENCAPAI Rp. 7,58 T sementara kekayaan anak-anaknya melencit naik mendadak... https://t.co/RLkAuKIOtO",negative
"Beredar Foto Kaus & Topi Jokowi Tiga Periode, Diduga u/ Sambut Kedatangan Presiden di Ende. Selain kaus, beredar juga sebuah topi berwarna kuning yg bertuliskan angka tiga dan 'lanjutkan'.? Katanya sudah dibantah, koq masih bergaung gema tiga periodenya https://t.co/VEgK6OE8sc",negative
@sikatKawat_ @hnurwahid @jokowi Gubernur NTT Viktor Bungtilu Laiskodat (VBL) mengajak Komite Olahraga Nasional Indonesia (KONI) untuk mendukung Presiden RI Joko Widodo tiga Periode. https://t.co/NO1RVZ4X89,positive
"Kalo sampai terjadi,.
Hayu kita gerakan turun ke jalan,...https://t.co/hxbwg5NSQ2",negative
"Ngeri, Muslim Arbi: Operasi Senyap Jokowi Tiga Periode Beraksi Kembali! https://t.co/KlABFxQ9XV",negative
"Kalau lihat gesture tubuhnya ketika berpidato,nampak bgt Jokowi over PeDe untuk bisa lenggang tiga periode,hmmm??

#OligarkiMenjarahRI 
#OligarkiMenjarahRI https://t.co/hBNG1sEDsI",negative
"Ketua MPR RI Tegaskan Tidak Ada Pembahasan Masa Jabatan Presiden Tiga Periode.
#Jokowi
#IndonesiaMaju https://t.co/x2IkfIvurs",negative
"Presiden #Jokowi: ""Sikap Saya Tidak Berubah, Tidak Ada Niat Menjadi Presiden Tiga Periode"".
#IndonesiaMaju https://t.co/51ykTnWpPv",negative
Saya mual2 kalau ada gerakan Jokowi Tiga Periode...,negative
"https://t.co/d8NhFn3oyH

Operasi senyap telah berjalan.. rakyat lengah jadi tuh barang

Mohon ijin utk meng acc 
@DonAdam68 
@DokterTifa 
@_4iiiii_naaaaaa 
@HisyamMochtar 
@cybsquad_ 
@__Sridiana_3va 
@KING__VADUKA 
@Lurah_Pejaten",negative
"Beredar Foto Kaus dan Topi Jokowi Tiga Periode, Diduga untuk Sambut Kedatangan Presiden di Ende https://t.co/muH57kWyRM ISU PRESIDEN 3 PERIODE DI GAS LAGI.",negative
Skenario senyap @jokowi tiga periode perlu diwaspadai. https://t.co/nO2dDSJ8LK,negative
"Wacana Jokowi Tiga Periode Berbahaya, M Qodari Layak Disentil Keras
#wacanajokowitigaperiode
#tafsirmqodari
https://t.co/UjLPHZAody",negative
"Wacana jabatan Presiden Jokowi tiga periode berbahaya bagi demokrasi, Dedi Kurnia Syah menganggap M Qodari layak disentil keras #Jokowi https://t.co/UjLPHZRrfy",negative
@Fahrihamzah Setau saya jokowi ga ikut demo tapi jadi presiden dua periode malah mau nambah tiga peruode pak??,negative
WASPADAI GERAKAN POLITIK JOKOWI WIDODO YANG BISA MEMANCING KONFLIK TENTANG TIGA PERIODE JUGA JADI PENGAMAT SERTA VISI-MISI PROGRAM SYARIAH. SEBAB JOKOWI WIDODO KETURUNAN DARIMANA UDAH TAU KAN??? JADI HARUS WASPADAI GERAKAN JOKOWI WIDODO JANGAN SAMPAI TERULANG G30S PKI,negative
"Jokowi Tiga Periode Kembali Menggema, Tafsir M Qodari Jelas Sekali - https://t.co/YTJq9ahztO",negative
"@geloraco @msaid_didu kasih tau @prabowo @mohmahfudmd @sandiuno @Dahnilanzar @Kiyai_MarufAmin @ListyoSigitP 
Mau sampai kapan propaganda jokowi tiga periode dibiarkan terus?",neutral
"M Qodari Tafsirkan Jokowi Tiga Periode Masih Berpeluang Terjadi, Dedi Kurnia Syah: Dia Pendorong Gerakan Itu https://t.co/0K1RnBAf6r",negative
"Ojo kesusu tum @PartaiSocmed
https://t.co/DfhVEgqiae",negative
Adi Prayitno menanggapi tafsiran M Qodari bahwa perpanjangan masa jabatan presiden jadi tiga periode masih berpeluang berlanjut. #Jokowi3periode https://t.co/wPxl1P8dxy,negative
Masih nge-halu 3 Periode aj nih orang???? https://t.co/jTUWheGWBW https://t.co/N5uXXXBwFX,negative
"Provokator mau melawan konstitusi harusnya ditangkap.

Maknai Kata ÔOjo KesusuÕ Jokowi ke Projo, Qodari: Artinya Tiga Periode Masih Hidup
https://t.co/yonUlo5eZU",neutral
"Memaknai apa aja boleh namanya juga pengamat ..??
........
........
Maknai Kata &#8216;Ojo Kesusu&#8217; Jokowi ke Projo, Qodari: Artinya Tiga Periode Masih Hidup https://t.co/KBen0s1Hp5",neutral
Presiden Joko Widodo mengimbau relawan Pro Jokowi (Projo) agar ojo kesusu atau tidak terburu-buru dalam menentukan dukungan di Pilpres 2024. #PresidenJokoWidodo https://t.co/a3yNZlkaZs,neutral
"Makna Ucapan Ojo Kesusu Jokowi, Pengamat: Tiga Periode Masih Hidup, Akan Menggeliat Luar Biasa! https://t.co/CaiEi69uX6 lewat @Repelita Online",neutral
@JulBayur3 @A1234567890ZQ @Rizmaya__ .... ?????? sayapun merasa tdk ada yang pecah belah.....  Yang pecah belah itu adalah piring dan cangkir kopi..... ?????? cobalah kalo Jokowi diijinkan UU untuk tiga Periode maka Jokowi akan menang dengan prosentase di,positive
"Wacana Presiden Jokowi tiga periode kembali menggema seusai menghadiri Rakernas V Projo di Magelang, tafsir Direktur Indo Barometer M Qodari jelas sekali #Jokowi https://t.co/zmK4mw2c0J",neutral
"Apa inner circle Jokowi menyuruh Qodari menyuarakan ini?
Supaya 3 periode terus bergema
https://t.co/uE3b4x1D27",negative
Qodari meyakini setelah pidato Pak Jokowi maka pendukungnya yang tiga periode akan menggeliat luar biasa. #Pilpres2024 https://t.co/RZiJ6wppEL,positive
"RT @democrazymedia: Rocky Gerung Bongkar 'Dua Dalang' Deklarasi Ribuan Kepala Desa Dukung Jokowi Tiga Periode: Per Kades Diberi 10 Juta!
htÉ",negative
"@PartaiSocmed @jokowi Sistem sudah berjalan dan rakyat juga cinta Jokowi
Salam tiga periode",positive
"@DonAdam68 Dan kalau sampai Presiden @jokowi tiga periode, Klub ESEMKA akan muncul nanti dan tak terkalahkan ??????",negative
"@EDwitria Dgn prnytaan pmrinth bahwa SDH final tdk ada pmbhsn soal 3 periode.
Mk sjk itu msyrkt tdk lg mmbhs soal tiga periode.
Pmbhsn soal 3 periode da lg krn mlht gelagat yg menjurus, mulai dr gesture n dg adanya kaos Jokowi tiga periode.
Klo pmrinth sp",neutral
"@PartaiSocmed @Argadhahana saya tidak mau tiga periode krna saya di kecewakan , 
saya pendukung jokowi dua kali ,
ada mas-alah saya loporkan ke jokowi dari periode pertama sampek sekarang belum selesai .
berani bicara berani bertanggung jawab .",negative
"Gesture tiga jari  Jokowi di berbagai daerah, dibuktikan dengan adanya kaos Jokowi tiga periode.
Apakah nie yg di maksud trs ombak? https://t.co/4MiOZe7jvB",negative
"@KaimanaIntann A tiga periode... kita sudah tegak dan kokoh, jangan belajar merangkak lagi, Tetap bpk Jokowi.. Harus maju terus... kita bersyukur. Terima kasih bpk Jokowi.",positive
@PartaiSocmed @jokowi Mendukung pak Jokowi tiga periode itu beban-nya terlalu berat......,negative
"@Dennysiregar7 dia kan otak migor ngumpulin dana minyak sawit spya jokowi tiga periode y pantas aja di tugasi presiden klo udh kthuan rakyat bersih"" itung itung jga nma baiknya",negative
"Penegasan kembali Presiden @jokowi soal dukungan penuh pemilu 2024, penting hentikan spekulasi penundaan pemilu atau perpanjang masa jabatan presiden 3 periode. Agar semua pihak focus sukseskan persiapan&agar pemilu 2024 benar2 luberjurdil, dan tak ulangi masalah2 pd Pemilu 2019. https://t.co/qQlHiN7Kxl",neutral
"Presiden PKS Minta Ketum Parpol dan Presiden Jokowi Menolak Wacana Penundaan Pemilu 2024 https://t.co/Ok1gBCR38J @pksdigitalrace 
#Milad20PKS #PKSTanjungpinang @PKSejahtera",negative
"Siti Muntamah: PKS Konsisten Tolak Penundaan Pemilu 2024 https://t.co/Yc5WoO1Zj6  

@pksdigitalrace
#Milad20PKS 
#PKSKotaBekasi 
#MiladPKS20 
#PKSBekasiKota",negative
Tak ada penundaan! Pemerintah akan menggelar pemilu 2024 sesuai jadwal https://t.co/jwdrng0oVQ,neutral
RT @korantempo: Presiden Jokowi diminta segera menanggapi manuver sejumlah politikus pengusul penundaan Pemilu 2024. Sikap diam Presiden raÉ,neutral
Ini kata Jokowi terkait isu penundaan Pemilu 2024. https://t.co/LMEhj1O6tn,neutral
"Sudah jelas semuanya bahwa pemilu akan dilaksanakan 14 Februari 2024. Ini perlu dijelaskan agar tidak muncul spekulasi yang isunya beredar di masyarakat bahwa pemerintah tengah berupaya untuk melakukan penundaan pemilu .
@jokowi pro konstitusi https://t.co/eKHzdM9Ccc",neutral
"Presiden All Out Dukung Persiapan Pemilu 2024, Pengamat: Jokowi Pertegas Tolak Penundaan https://t.co/z7Mx0WT7Ap",negative
RT @AgusYudhoyono: Menutup rangkaian giat kali ini dgn ngobrol sm anak2 muda Ngawi. Mereka sangat peduli dgn isu2 terkini termasuk menolakÉ,negative
"Puan Minta Polemik Penundaan Pemilu 2024 Dihentikan, Pengamat: Jokowi Tegaskan Tolak Penundaan https://t.co/cbXE5Z6x6r",negative
"Presiden Joko Widodo (Jokowi) telah menegaskan bahwa tidak ada wacana penundaan Pemilu 2024 dan Jokowi 3 periode.

Jokowi pun membuktikan pernyataannya dengan mengawal persiapan pelaksanaan tahapan Pemilu 2024.

Lengkapnya baca :
https://t.co/52Hm9NEsyz https://t.co/ZWva7a7x2u",negative
"""Tapi itu tidak mudah, suara-suara protes terhadap penundaan ini semakin kencang. Siapapun bisa memahami bahwa saat ini tidak ada oposisi dalam pemerintahan. Ini bisa membuat wacana penundaan Pemilu 2024 diloloskan dengan mudah.""

#sosialisme #revolusioner #inflasi",negative
"""Apalagi ditambah dengan survei baru-baru ini yang mengatakan dukungan terhadap Jokowi mencapai lebih dari 70 persen membuat mereka semakin percaya diri untuk mendorong opini penundaan Pemilu 2024.""

#sosialisme #revolusioner #inflasi",positive
"""Bagaimana pun juga krisis dan pandemi telah mengguncang kestabilan rezim. Hingar bingar wacana penundaan Pemilu 2024 mencuat di hadapan publik.""

#sosialisme #revolusioner #inflasi",neutral
"Hasil survei Litbang Kompas menunjukkan, 52,4 persen responden menilai dinamika politik dalam hal ini isu penundaan Pemilu, perpanjangan masa jabatan presiden, serta politik perpecahan menjadi hambatan terbesar penyelenggaraan Pemilu 2024.

#SmartNews @kompascom https://t.co/DBUab8LlKS",negative
Tidak ada penundaan Pemilu 2024 https://t.co/XULsLUHwuo,negative
"Dulu Ketum Ketum paling getol gencar isu wacana penundaan pemilu dan perpanjang masa jabatan presiden , KINI paling awal bentuk koalisi partai KiB koalisi Indonesia bersatu untuk pemilu 2024 ! https://t.co/B4mGw5ziSr https://t.co/ugD7L2UZmw",positive
"Koalisi ingin menghasilkan output yang bermutu n kendaraan menuju 2024, serta mencerahkan demokrasi menyehatkan demokrasi & mencerahkan menyehatkan demokrasi rakyat.#koalisi KiB+PKB Ketum"" partai yg paling getol menyuarakan isu penundaan pemilu n perpanjang masa jabatan presiden https://t.co/iQl7DMFhX9 https://t.co/4z9wADvn1I",positive
"RT @NephiLaxmus: Para promotor 3 periode dan/atau penundaan pemilu:

1. Qodari

https://t.co/gqe95xv9GG",positive
Presiden Joko Widodo sudah menegaskan sikap akan menaati konstitusi terkait wacana penundaan pemilu 2024 https://t.co/Z4xsnnkeKN,neutral
"Jadwal Pemilu 2024 Sudah Ditetapkan, Presiden Pastikan Tak Ada Penundaan https://t.co/UmU6nYm7g4",negative
"Tak ada penundaan pemerintah berkomitmen melaksanakan pemilu 2024

#BersatuCiptakanNKRIMaju https://t.co/Nrd3UQ676p",negative
"Tak ada penundaan pemilu, pemerintah berkomitmen melaksanakan Pemilu 2024 sesuai jadwal https://t.co/27vZUGfSin",negative
"Anggota DPR RI Fraksi PDI Perjuangan Masinton Pasaribu mengaku siap memberikan keterangan ke Kejaksaan Agung (Kejagung) ihwal adanya perusahaan sawit yang menjadi sponsor rencana penundaan Pemilu 2024 mendatang.

EBONG DUKUNG SIAPA?",negative
Presiden Jokowi diminta meniru sikap SBY yang netral di saat terakhir masa jabatannya. #TempoNasional https://t.co/2qRcMu4Gjv,negative
Ketua MK:ABANG Jokowi tak bisa lagi ikut pilpres 2024 https://t.co/jDalrXK1rR,negative
RT @IdrusDoanks5: @geloraco Inilah wajah pengkhianat NKRI..yang berjuang itu pribumi..!!! Ingatlah dan itu sama saja melanggar hukum Bro..pÉ,negative
"CATATAN... 

Di Pilpres 2024 kita bukan mencari PENGGANTI JOKO WIDODO tapi memilih figur yang melanjutkan ESTAFET Kepemimpinan dan pembangunan yang sudah di rintis beliau.. 

Tegak Lurus!! https://t.co/UZwE9LbICA",negative
